group: algebra

Paciente = {
	CPF_Paciente:string, email:string, nome:string, endereco_UF:string, endereco_lagradouro:string, endereco_bairro:string, endereco_CEP:string, endereco_numero:string, endereco_cidade:string
	192, 192, 2024-04-14, 69.7, 1.39, 68.31, "Cartao de Debito"
	193, 193, 2025-07-21, 360.36, 0.0, 360.36, "Dinheiro"
	194, 194, 2025-07-26, 573.97, 0.0, 573.97, "Dinheiro"
	195, 195, 2024-06-20, 238.77, 0.0, 238.77, "Dinheiro"
	196, 196, 2025-10-02, 278.49, 5.57, 272.92, "Cartao de Debito"
	197, 197, 2024-12-06, 275.33, 8.26, 267.07, "Cartao de Credito"
	198, 198, 2024-07-24, 775.82, 0.0, 775.82, "Dinheiro"
	199, 199, 2024-11-29, 561.28, 16.84, 544.44, "Cartao de Credito"
	200, 200, 2024-01-28, 554.73, 0.0, 554.73, "Dinheiro"
	201, 201, 2025-10-10, 556.25, 16.69, 539.56, "Cartao de Credito"
	202, 202, 2025-03-04, 174.75, 5.24, 169.51, "Cartao de Credito"
	203, 203, 2024-02-15, 123.95, 0.0, 123.95, "Dinheiro"
	204, 204, 2025-06-06, 397.3, 11.92, 385.38, "Cartao de Credito"
	205, 205, 2025-08-25, 361.98, 0.0, 361.98, "Dinheiro"
	206, 206, 2024-04-28, 311.23, 0.0, 311.23, "Dinheiro"
	207, 207, 2025-03-24, 686.89, 20.61, 666.28, "Cartao de Credito"
	208, 208, 2024-04-21, 1118.21, 33.55, 1084.66, "Cartao de Credito"
	209, 209, 2024-07-07, 494.15, 9.88, 484.27, "Cartao de Debito"
	210, 210, 2024-01-05, 459.81, 13.79, 446.02, "Cartao de Credito"
	211, 211, 2025-05-16, 971.24, 29.14, 942.1, "Cartao de Credito"
	212, 212, 2024-10-31, 279.04, 0.0, 279.04, "Dinheiro"
	213, 213, 2025-01-17, 833.46, 16.67, 816.79, "Cartao de Debito"
	214, 214, 2024-10-22, 960.23, 19.2, 941.03, "Cartao de Debito"
	215, 215, 2025-07-29, 758.05, 22.74, 735.31, "Cartao de Credito"
	216, 216, 2024-02-01, 635.56, 19.07, 616.49, "Cartao de Credito"
	217, 217, 2025-05-22, 620.0, 12.4, 607.6, "Cartao de Debito"
	218, 218, 2025-07-13, 247.11, 0.0, 247.11, "Dinheiro"
	219, 219, 2025-03-25, 834.64, 0.0, 834.64, "Dinheiro"
	220, 220, 2025-08-06, 479.55, 14.39, 465.16, "Cartao de Credito"
	221, 221, 2024-04-07, 237.26, 7.12, 230.14, "Cartao de Credito"
	222, 222, 2024-11-25, 331.38, 0.0, 331.38, "Dinheiro"
	223, 223, 2025-10-10, 1464.37, 43.93, 1420.44, "Cartao de Credito"
	224, 224, 2024-04-05, 1027.5, 20.55, 1006.95, "Cartao de Debito"
	225, 225, 2024-12-11, 124.68, 2.49, 122.19, "Cartao de Debito"
	226, 226, 2024-01-17, 796.77, 0.0, 796.77, "Dinheiro"
	227, 227, 2025-10-27, 459.08, 9.18, 449.9, "Cartao de Debito"
	228, 228, 2024-08-27, 108.45, 3.25, 105.2, "Cartao de Credito"
	229, 229, 2024-08-19, 791.12, 15.82, 775.3, "Cartao de Debito"
	230, 230, 2024-05-15, 285.01, 5.7, 279.31, "Cartao de Debito"
	231, 231, 2024-05-20, 380.07, 11.4, 368.67, "Cartao de Credito"
	232, 232, 2024-08-06, 155.01, 0.0, 155.01, "Dinheiro"
	233, 233, 2025-08-26, 533.47, 0.0, 533.47, "Dinheiro"
	234, 234, 2025-07-20, 475.74, 0.0, 475.74, "Dinheiro"
	235, 235, 2024-09-02, 790.16, 15.8, 774.36, "Cartao de Debito"
	236, 236, 2024-05-15, 1256.36, 0.0, 1256.36, "Dinheiro"
	237, 237, 2024-09-25, 898.08, 26.94, 871.14, "Cartao de Credito"
	238, 238, 2025-09-22, 452.29, 9.05, 443.24, "Cartao de Debito"
	239, 239, 2025-08-23, 743.47, 0.0, 743.47, "Dinheiro"
	240, 240, 2025-04-09, 232.37, 4.65, 227.72, "Cartao de Debito"
	241, 241, 2025-06-19, 599.7, 0.0, 599.7, "Dinheiro"
	242, 242, 2024-01-31, 391.4, 7.83, 383.57, "Cartao de Debito"
	243, 243, 2024-02-26, 720.7, 21.62, 699.08, "Cartao de Credito"
	244, 244, 2024-04-28, 84.49, 1.69, 82.8, "Cartao de Debito"
	245, 245, 2025-01-27, 362.19, 10.87, 351.32, "Cartao de Credito"
	246, 246, 2024-11-23, 217.39, 6.52, 210.87, "Cartao de Credito"
	247, 247, 2024-02-17, 464.82, 0.0, 464.82, "Dinheiro"
	248, 248, 2025-01-12, 925.56, 27.77, 897.79, "Cartao de Credito"
	249, 249, 2024-09-08, 763.24, 0.0, 763.24, "Dinheiro"
	250, 250, 2025-01-20, 779.42, 0.0, 779.42, "Dinheiro"
	251, 251, 2024-10-13, 1209.99, 36.3, 1173.69, "Cartao de Credito"
	252, 252, 2025-02-07, 268.76, 5.38, 263.38, "Cartao de Debito"
	253, 253, 2025-02-06, 152.08, 4.56, 147.52, "Cartao de Credito"
	254, 254, 2024-04-21, 140.55, 2.81, 137.74, "Cartao de Debito"
	255, 255, 2024-07-31, 655.7, 13.11, 642.59, "Cartao de Debito"
	256, 256, 2025-09-09, 347.18, 0.0, 347.18, "Dinheiro"
	257, 257, 2024-11-02, 396.53, 0.0, 396.53, "Dinheiro"
	258, 258, 2024-05-04, 564.71, 16.94, 547.77, "Cartao de Credito"
	259, 259, 2024-03-27, 726.87, 14.54, 712.33, "Cartao de Debito"
	260, 260, 2024-05-11, 743.1, 14.86, 728.24, "Cartao de Debito"
	261, 261, 2025-02-08, 731.23, 14.62, 716.61, "Cartao de Debito"
	262, 262, 2024-10-13, 474.78, 9.5, 465.28, "Cartao de Debito"
	263, 263, 2024-05-20, 1094.83, 21.9, 1072.93, "Cartao de Debito"
	264, 264, 2024-12-18, 289.16, 0.0, 289.16, "Dinheiro"
	265, 265, 2024-01-31, 575.37, 17.26, 558.11, "Cartao de Credito"
	266, 266, 2024-02-27, 494.39, 14.83, 479.56, "Cartao de Credito"
	267, 267, 2025-01-02, 535.06, 0.0, 535.06, "Dinheiro"
	268, 268, 2024-08-26, 654.83, 13.1, 641.73, "Cartao de Debito"
	269, 269, 2024-06-30, 1015.05, 30.45, 984.6, "Cartao de Credito"
	270, 270, 2025-02-09, 599.26, 11.99, 587.27, "Cartao de Debito"
	271, 271, 2025-10-16, 829.27, 24.88, 804.39, "Cartao de Credito"
	272, 272, 2024-10-28, 1254.31, 0.0, 1254.31, "Dinheiro"
	273, 273, 2024-12-05, 384.97, 7.7, 377.27, "Cartao de Debito"
	274, 274, 2024-08-02, 86.11, 1.72, 84.39, "Cartao de Debito"
	275, 275, 2025-03-05, 671.61, 20.15, 651.46, "Cartao de Credito"
	276, 276, 2025-10-28, 289.04, 0.0, 289.04, "Dinheiro"
	277, 277, 2024-03-16, 676.95, 20.31, 656.64, "Cartao de Credito"
	278, 278, 2024-06-17, 780.8, 15.62, 765.18, "Cartao de Debito"
	279, 279, 2025-07-21, 344.68, 10.34, 334.34, "Cartao de Credito"
	280, 280, 2025-05-17, 667.92, 20.04, 647.88, "Cartao de Credito"
	281, 281, 2025-09-06, 782.79, 15.66, 767.13, "Cartao de Debito"
	282, 282, 2024-04-28, 859.67, 17.19, 842.48, "Cartao de Debito"
	283, 283, 2025-01-13, 219.68, 4.39, 215.29, "Cartao de Debito"
	284, 284, 2025-07-31, 1458.63, 43.76, 1414.87, "Cartao de Credito"
	285, 285, 2025-03-04, 346.1, 10.38, 335.72, "Cartao de Credito"
	286, 286, 2024-02-05, 761.8, 0.0, 761.8, "Dinheiro"
	287, 287, 2024-08-04, 797.95, 23.94, 774.01, "Cartao de Credito"
	288, 288, 2024-05-31, 464.04, 9.28, 454.76, "Cartao de Debito"
	289, 289, 2025-06-16, 161.15, 4.83, 156.32, "Cartao de Credito"
	290, 290, 2025-08-19, 248.1, 7.44, 240.66, "Cartao de Credito"
	291, 291, 2025-05-12, 157.89, 4.74, 153.15, "Cartao de Credito"
	292, 292, 2025-02-15, 722.77, 0.0, 722.77, "Dinheiro"
	293, 293, 2024-12-11, 402.85, 8.06, 394.79, "Cartao de Debito"
	294, 294, 2025-09-11, 665.76, 19.97, 645.79, "Cartao de Credito"
	295, 295, 2024-06-11, 194.57, 0.0, 194.57, "Dinheiro"
	296, 296, 2024-02-29, 326.26, 6.53, 319.73, "Cartao de Debito"
	297, 297, 2025-06-01, 495.53, 0.0, 495.53, "Dinheiro"
	298, 298, 2025-04-30, 263.8, 5.28, 258.52, "Cartao de Debito"
	299, 299, 2024-02-20, 950.28, 28.51, 921.77, "Cartao de Credito"
	300, 300, 2024-01-10, 584.56, 17.54, 567.02, "Cartao de Credito"
	301, 301, 2025-10-20, 400.02, 12.0, 388.02, "Cartao de Credito"
	302, 302, 2025-06-17, 273.86, 0.0, 273.86, "Dinheiro"
	303, 303, 2025-05-08, 191.27, 5.74, 185.53, "Cartao de Credito"
	304, 304, 2024-09-03, 1271.73, 25.43, 1246.3, "Cartao de Debito"
	305, 305, 2025-02-01, 729.89, 21.9, 707.99, "Cartao de Credito"
	306, 306, 2025-01-02, 145.96, 2.92, 143.04, "Cartao de Debito"
	307, 307, 2025-07-26, 608.16, 12.16, 596.0, "Cartao de Debito"
	308, 308, 2025-03-06, 90.26, 2.71, 87.55, "Cartao de Credito"
	309, 309, 2025-08-20, 447.38, 8.95, 438.43, "Cartao de Debito"
	310, 310, 2024-02-25, 287.29, 8.62, 278.67, "Cartao de Credito"
	311, 311, 2024-07-03, 389.04, 0.0, 389.04, "Dinheiro"
	312, 312, 2024-06-21, 525.12, 10.5, 514.62, "Cartao de Debito"
	313, 313, 2025-03-15, 825.99, 0.0, 825.99, "Dinheiro"
	314, 314, 2025-10-03, 427.5, 8.55, 418.95, "Cartao de Debito"
	315, 315, 2024-06-20, 715.98, 0.0, 715.98, "Dinheiro"
	316, 316, 2024-12-16, 218.24, 0.0, 218.24, "Dinheiro"
	317, 317, 2024-08-04, 331.39, 9.94, 321.45, "Cartao de Credito"
	318, 318, 2024-09-18, 469.42, 0.0, 469.42, "Dinheiro"
	319, 319, 2025-07-14, 882.75, 26.48, 856.27, "Cartao de Credito"
	320, 320, 2024-05-20, 423.3, 12.7, 410.6, "Cartao de Credito"
	321, 321, 2024-07-23, 736.43, 14.73, 721.7, "Cartao de Debito"
	322, 322, 2024-12-04, 762.08, 22.86, 739.22, "Cartao de Credito"
	323, 323, 2024-03-17, 87.56, 0.0, 87.56, "Dinheiro"
	324, 324, 2024-02-10, 1377.43, 41.32, 1336.11, "Cartao de Credito"
	325, 325, 2025-10-24, 464.84, 9.3, 455.54, "Cartao de Debito"
	326, 326, 2025-04-12, 277.16, 8.31, 268.85, "Cartao de Credito"
	327, 327, 2025-05-09, 1248.82, 0.0, 1248.82, "Dinheiro"
	328, 328, 2025-02-25, 1017.75, 30.53, 987.22, "Cartao de Credito"
	329, 329, 2025-09-25, 679.27, 20.38, 658.89, "Cartao de Credito"
	330, 330, 2025-09-19, 613.57, 12.27, 601.3, "Cartao de Debito"
	331, 331, 2024-09-03, 1045.97, 31.38, 1014.59, "Cartao de Credito"
	332, 332, 2025-04-03, 126.98, 2.54, 124.44, "Cartao de Debito"
	333, 333, 2024-02-06, 863.46, 0.0, 863.46, "Dinheiro"
	334, 334, 2024-08-16, 441.54, 13.25, 428.29, "Cartao de Credito"
	335, 335, 2024-10-25, 155.34, 4.66, 150.68, "Cartao de Credito"
	336, 336, 2025-02-23, 211.69, 0.0, 211.69, "Dinheiro"
	337, 337, 2024-12-12, 446.29, 13.39, 432.9, "Cartao de Credito"
	338, 338, 2024-02-19, 938.42, 28.15, 910.27, "Cartao de Credito"
	339, 339, 2025-09-12, 738.03, 0.0, 738.03, "Dinheiro"
	340, 340, 2024-05-21, 941.56, 0.0, 941.56, "Dinheiro"
	341, 341, 2025-10-27, 1179.82, 23.6, 1156.22, "Cartao de Debito"
	342, 342, 2024-01-14, 199.93, 0.0, 199.93, "Dinheiro"
	343, 343, 2024-10-20, 660.52, 0.0, 660.52, "Dinheiro"
	344, 344, 2025-09-22, 744.86, 14.9, 729.96, "Cartao de Debito"
	345, 345, 2025-03-02, 1249.03, 37.47, 1211.56, "Cartao de Credito"
	346, 346, 2025-10-25, 1158.47, 34.75, 1123.72, "Cartao de Credito"
	347, 347, 2025-06-10, 170.7, 3.41, 167.29, "Cartao de Debito"
	348, 348, 2024-01-06, 630.25, 18.91, 611.34, "Cartao de Credito"
	349, 349, 2025-09-22, 767.74, 23.03, 744.71, "Cartao de Credito"
	350, 350, 2024-03-10, 712.55, 21.38, 691.17, "Cartao de Credito"
	351, 351, 2024-12-05, 366.3, 10.99, 355.31, "Cartao de Credito"
	352, 352, 2025-09-20, 242.44, 7.27, 235.17, "Cartao de Credito"
	353, 353, 2024-10-16, 723.71, 0.0, 723.71, "Dinheiro"
	354, 354, 2024-11-24, 884.84, 0.0, 884.84, "Dinheiro"
	355, 355, 2025-07-04, 78.41, 0.0, 78.41, "Dinheiro"
	356, 356, 2024-02-25, 730.49, 0.0, 730.49, "Dinheiro"
	357, 357, 2025-02-02, 958.45, 19.17, 939.28, "Cartao de Debito"
	358, 358, 2025-09-13, 167.24, 0.0, 167.24, "Dinheiro"
	359, 359, 2024-05-19, 465.14, 13.95, 451.19, "Cartao de Credito"
	360, 360, 2024-05-24, 567.03, 17.01, 550.02, "Cartao de Credito"
	361, 361, 2025-06-08, 669.48, 0.0, 669.48, "Dinheiro"
	362, 362, 2024-10-24, 581.7, 0.0, 581.7, "Dinheiro"
	363, 363, 2024-07-17, 1243.15, 0.0, 1243.15, "Dinheiro"
	364, 364, 2024-01-05, 559.69, 11.19, 548.5, "Cartao de Debito"
	365, 365, 2025-05-06, 534.16, 0.0, 534.16, "Dinheiro"
	366, 366, 2024-10-14, 1345.98, 0.0, 1345.98, "Dinheiro"
	367, 367, 2024-02-07, 742.9, 22.29, 720.61, "Cartao de Credito"
	368, 368, 2024-04-02, 787.32, 23.62, 763.7, "Cartao de Credito"
	369, 369, 2025-08-02, 223.81, 4.48, 219.33, "Cartao de Debito"
	370, 370, 2025-01-13, 711.16, 0.0, 711.16, "Dinheiro"
	371, 371, 2025-10-26, 823.25, 0.0, 823.25, "Dinheiro"
	372, 372, 2025-06-13, 644.49, 19.33, 625.16, "Cartao de Credito"
	373, 373, 2024-01-07, 208.64, 0.0, 208.64, "Dinheiro"
	374, 374, 2024-06-10, 411.14, 8.22, 402.92, "Cartao de Debito"
	375, 375, 2025-05-05, 145.91, 4.38, 141.53, "Cartao de Credito"
	376, 376, 2024-06-13, 674.28, 20.23, 654.05, "Cartao de Credito"
	377, 377, 2025-10-14, 700.48, 0.0, 700.48, "Dinheiro"
	378, 378, 2024-08-12, 1090.54, 0.0, 1090.54, "Dinheiro"
	379, 379, 2024-08-23, 669.89, 20.1, 649.79, "Cartao de Credito"
	380, 380, 2024-04-08, 1134.41, 34.03, 1100.38, "Cartao de Credito"
	381, 381, 2025-10-26, 753.82, 15.08, 738.74, "Cartao de Debito"
	382, 382, 2025-01-25, 407.86, 0.0, 407.86, "Dinheiro"
	383, 383, 2024-03-26, 581.86, 0.0, 581.86, "Dinheiro"
	384, 384, 2025-08-14, 356.63, 0.0, 356.63, "Dinheiro"
	385, 385, 2024-06-07, 508.91, 15.27, 493.64, "Cartao de Credito"
	386, 386, 2025-02-10, 240.33, 4.81, 235.52, "Cartao de Debito"
	387, 387, 2025-08-14, 595.79, 11.92, 583.87, "Cartao de Debito"
	388, 388, 2024-12-12, 667.44, 13.35, 654.09, "Cartao de Debito"
	389, 389, 2025-09-06, 506.77, 15.2, 491.57, "Cartao de Credito"
	390, 390, 2025-01-28, 731.5, 21.95, 709.55, "Cartao de Credito"
	391, 391, 2025-06-14, 434.93, 8.7, 426.23, "Cartao de Debito"
	392, 392, 2025-02-13, 1064.88, 31.95, 1032.93, "Cartao de Credito"
	393, 393, 2025-07-26, 747.29, 22.42, 724.87, "Cartao de Credito"
	394, 394, 2024-01-05, 1012.05, 30.36, 981.69, "Cartao de Credito"
	395, 395, 2024-09-13, 561.2, 16.84, 544.36, "Cartao de Credito"
	396, 396, 2024-01-29, 650.12, 13.0, 637.12, "Cartao de Debito"
	397, 397, 2024-12-27, 349.2, 10.48, 338.72, "Cartao de Credito"
	398, 398, 2024-12-16, 720.74, 14.41, 706.33, "Cartao de Debito"
	399, 399, 2024-07-06, 882.33, 17.65, 864.68, "Cartao de Debito"
	400, 400, 2024-06-08, 1105.27, 33.16, 1072.11, "Cartao de Credito"
	401, 401, 2024-10-08, 90.61, 1.81, 88.8, "Cartao de Debito"
	402, 402, 2025-05-04, 782.38, 23.47, 758.91, "Cartao de Credito"
	403, 403, 2025-06-14, 995.34, 19.91, 975.43, "Cartao de Debito"
	404, 404, 2024-07-10, 187.94, 3.76, 184.18, "Cartao de Debito"
	405, 405, 2024-08-03, 184.92, 0.0, 184.92, "Dinheiro"
	406, 406, 2025-08-12, 851.3, 0.0, 851.3, "Dinheiro"
	407, 407, 2025-03-07, 471.6, 14.15, 457.45, "Cartao de Credito"
	408, 408, 2024-02-18, 679.23, 0.0, 679.23, "Dinheiro"
	409, 409, 2025-04-05, 765.41, 22.96, 742.45, "Cartao de Credito"
	410, 410, 2024-07-22, 554.89, 11.1, 543.79, "Cartao de Debito"
	411, 411, 2025-04-02, 530.44, 10.61, 519.83, "Cartao de Debito"
	412, 412, 2025-03-07, 221.16, 4.42, 216.74, "Cartao de Debito"
	413, 413, 2025-10-30, 610.92, 18.33, 592.59, "Cartao de Credito"
	414, 414, 2025-04-06, 755.33, 22.66, 732.67, "Cartao de Credito"
	415, 415, 2024-03-22, 461.33, 0.0, 461.33, "Dinheiro"
	416, 416, 2025-02-10, 541.12, 10.82, 530.3, "Cartao de Debito"
	417, 417, 2024-11-12, 521.43, 10.43, 511.0, "Cartao de Debito"
	418, 418, 2024-11-29, 1300.45, 39.01, 1261.44, "Cartao de Credito"
	419, 419, 2025-07-31, 653.53, 13.07, 640.46, "Cartao de Debito"
	420, 420, 2024-11-11, 442.49, 0.0, 442.49, "Dinheiro"
	421, 421, 2024-12-18, 772.46, 0.0, 772.46, "Dinheiro"
	422, 422, 2025-07-15, 586.2, 17.59, 568.61, "Cartao de Credito"
	423, 423, 2025-02-03, 263.51, 7.91, 255.6, "Cartao de Credito"
	424, 424, 2025-06-28, 132.77, 2.66, 130.11, "Cartao de Debito"
	425, 425, 2025-09-24, 164.11, 4.92, 159.19, "Cartao de Credito"
	426, 426, 2024-01-23, 224.61, 0.0, 224.61, "Dinheiro"
	427, 427, 2024-01-16, 397.76, 0.0, 397.76, "Dinheiro"
	428, 428, 2024-12-04, 457.39, 0.0, 457.39, "Dinheiro"
	429, 429, 2024-07-15, 1231.63, 0.0, 1231.63, "Dinheiro"
	430, 430, 2024-07-22, 752.16, 0.0, 752.16, "Dinheiro"
	431, 431, 2025-10-06, 199.04, 0.0, 199.04, "Dinheiro"
	432, 432, 2024-08-11, 488.52, 9.77, 478.75, "Cartao de Debito"
	433, 433, 2024-09-05, 1053.04, 31.59, 1021.45, "Cartao de Credito"
	434, 434, 2025-09-25, 144.37, 0.0, 144.37, "Dinheiro"
	435, 435, 2024-11-20, 804.96, 0.0, 804.96, "Dinheiro"
	436, 436, 2025-05-11, 292.76, 5.86, 286.9, "Cartao de Debito"
	437, 437, 2024-10-08, 662.31, 19.87, 642.44, "Cartao de Credito"
	438, 438, 2025-06-02, 482.92, 14.49, 468.43, "Cartao de Credito"
	439, 439, 2025-05-24, 132.85, 3.99, 128.86, "Cartao de Credito"
	440, 440, 2024-03-09, 193.71, 0.0, 193.71, "Dinheiro"
	441, 441, 2025-08-07, 504.47, 0.0, 504.47, "Dinheiro"
	442, 442, 2024-01-14, 468.51, 9.37, 459.14, "Cartao de Debito"
	443, 443, 2025-01-12, 234.37, 0.0, 234.37, "Dinheiro"
	444, 444, 2025-06-28, 1186.49, 23.73, 1162.76, "Cartao de Debito"
	445, 445, 2024-04-16, 1177.29, 35.32, 1141.97, "Cartao de Credito"
	446, 446, 2024-11-28, 1102.54, 22.05, 1080.49, "Cartao de Debito"
	447, 447, 2025-02-10, 1070.31, 0.0, 1070.31, "Dinheiro"
	448, 448, 2024-08-07, 316.74, 0.0, 316.74, "Dinheiro"
	449, 449, 2024-09-28, 477.87, 14.34, 463.53, "Cartao de Credito"
	450, 450, 2024-08-10, 496.42, 9.93, 486.49, "Cartao de Debito"
	451, 451, 2024-02-08, 362.39, 0.0, 362.39, "Dinheiro"
	452, 452, 2024-08-20, 454.95, 0.0, 454.95, "Dinheiro"
	453, 453, 2024-11-30, 614.63, 18.44, 596.19, "Cartao de Credito"
	454, 454, 2025-05-31, 302.13, 6.04, 296.09, "Cartao de Debito"
	455, 455, 2025-08-08, 630.37, 0.0, 630.37, "Dinheiro"
	456, 456, 2024-05-18, 231.74, 4.63, 227.11, "Cartao de Debito"
	457, 457, 2025-03-16, 323.95, 0.0, 323.95, "Dinheiro"
	458, 458, 2024-11-24, 517.39, 10.35, 507.04, "Cartao de Debito"
	459, 459, 2024-02-15, 1306.25, 26.12, 1280.13, "Cartao de Debito"
	460, 460, 2024-01-15, 298.91, 8.97, 289.94, "Cartao de Credito"
	461, 461, 2025-07-04, 1058.55, 31.76, 1026.79, "Cartao de Credito"
	462, 462, 2025-06-23, 89.81, 2.69, 87.12, "Cartao de Credito"
	463, 463, 2024-01-09, 700.56, 21.02, 679.54, "Cartao de Credito"
	464, 464, 2025-01-30, 189.81, 5.69, 184.12, "Cartao de Credito"
	465, 465, 2025-04-13, 417.45, 12.52, 404.93, "Cartao de Credito"
	466, 466, 2024-06-09, 1316.34, 26.33, 1290.01, "Cartao de Debito"
	467, 467, 2024-01-31, 115.85, 2.32, 113.53, "Cartao de Debito"
	468, 468, 2025-06-17, 777.9, 23.34, 754.56, "Cartao de Credito"
	469, 469, 2024-12-03, 1069.49, 0.0, 1069.49, "Dinheiro"
	470, 470, 2025-08-01, 595.31, 11.91, 583.4, "Cartao de Debito"
	471, 471, 2025-02-27, 148.66, 0.0, 148.66, "Dinheiro"
	472, 472, 2025-09-18, 1131.64, 22.63, 1109.01, "Cartao de Debito"
	473, 473, 2024-05-17, 405.39, 0.0, 405.39, "Dinheiro"
	474, 474, 2024-07-16, 606.77, 0.0, 606.77, "Dinheiro"
	475, 475, 2024-07-28, 1347.85, 40.44, 1307.41, "Cartao de Credito"
	476, 476, 2025-01-24, 831.71, 16.63, 815.08, "Cartao de Debito"
	477, 477, 2024-02-10, 348.53, 6.97, 341.56, "Cartao de Debito"
	478, 478, 2024-10-19, 989.67, 0.0, 989.67, "Dinheiro"
	479, 479, 2024-07-03, 388.16, 0.0, 388.16, "Dinheiro"
	480, 480, 2025-04-09, 568.79, 17.06, 551.73, "Cartao de Credito"
	481, 481, 2024-06-16, 776.87, 15.54, 761.33, "Cartao de Debito"
	482, 482, 2024-02-14, 626.87, 0.0, 626.87, "Dinheiro"
	483, 483, 2025-03-05, 1240.83, 24.82, 1216.01, "Cartao de Debito"
	484, 484, 2024-01-13, 570.27, 0.0, 570.27, "Dinheiro"
	485, 485, 2025-09-07, 266.17, 0.0, 266.17, "Dinheiro"
	486, 486, 2025-08-14, 795.3, 0.0, 795.3, "Dinheiro"
	487, 487, 2024-10-18, 119.84, 2.4, 117.44, "Cartao de Debito"
	488, 488, 2024-11-26, 700.02, 14.0, 686.02, "Cartao de Debito"
	489, 489, 2025-06-21, 593.06, 17.79, 575.27, "Cartao de Credito"
	490, 490, 2024-10-21, 930.1, 0.0, 930.1, "Dinheiro"
	491, 491, 2025-09-16, 398.66, 0.0, 398.66, "Dinheiro"
	492, 492, 2024-07-31, 58.47, 0.0, 58.47, "Dinheiro"
	493, 493, 2024-10-15, 482.42, 14.47, 467.95, "Cartao de Credito"
	494, 494, 2025-09-22, 647.94, 19.44, 628.5, "Cartao de Credito"
	495, 495, 2024-05-19, 676.33, 13.53, 662.8, "Cartao de Debito"
	496, 496, 2025-08-01, 99.66, 0.0, 99.66, "Dinheiro"
	497, 497, 2024-10-14, 1078.77, 21.58, 1057.19, "Cartao de Debito"
	498, 498, 2025-02-27, 443.83, 0.0, 443.83, "Dinheiro"
	499, 499, 2024-04-24, 728.72, 0.0, 728.72, "Dinheiro"
	500, 500, 2024-07-13, 666.6, 20.0, 646.6, "Cartao de Credito"
}
